run_id,split,true_sum,accuracy,n,confidence
anchor_posterior_b1000_s23,iid_restricted,4,0.34545454545454546,275,0.19969705
anchor_posterior_b1000_s23,iid_restricted,5,0.14114114114114115,333,0.22045554
anchor_posterior_b1000_s23,iid_restricted,6,0.36103151862464183,349,0.1700558
anchor_posterior_b1000_s23,iid_restricted,7,0.0794044665012407,403,0.18199043
anchor_posterior_b1000_s23,iid_restricted,8,0.23178807947019867,453,0.20057857
anchor_posterior_b1000_s23,iid_restricted,9,0.04618473895582329,498,0.14383811
anchor_posterior_b1000_s23,iid_restricted,10,0.006521739130434782,460,0.15833288
anchor_posterior_b1000_s23,iid_restricted,11,0.0,306,0.14138792
anchor_posterior_b1000_s23,iid_restricted,12,0.0,207,0.11629552
anchor_posterior_b1000_s23,iid_restricted,13,0.0,98,0.1293501
anchor_posterior_b1000_s23,ood_high_high,10,0.0,142,0.14508352
anchor_posterior_b1000_s23,ood_high_high,11,0.0,246,0.13611515
anchor_posterior_b1000_s23,ood_high_high,12,0.0,457,0.14842506
anchor_posterior_b1000_s23,ood_high_high,13,0.0,630,0.13940044
anchor_posterior_b1000_s23,ood_high_high,14,0.0,842,0.13744342
anchor_posterior_b1000_s23,ood_high_high,15,0.0,635,0.12118827
anchor_posterior_b1000_s23,ood_high_high,16,0.0,534,0.12716582
anchor_posterior_b1000_s23,ood_high_high,17,0.0,351,0.10751382
anchor_posterior_b1000_s23,ood_high_high,18,0.0,163,0.11324802
anchor_posterior_b1000_s37,iid_restricted,0,0.32142857142857145,56,0.15176181
anchor_posterior_b1000_s37,iid_restricted,1,0.6296296296296297,135,0.2697417
anchor_posterior_b1000_s37,iid_restricted,2,0.4588235294117647,170,0.40944213
anchor_posterior_b1000_s37,iid_restricted,3,0.271356783919598,199,0.23024239
anchor_posterior_b1000_s37,iid_restricted,4,0.44696969696969696,264,0.21949816
anchor_posterior_b1000_s37,iid_restricted,5,0.08441558441558442,308,0.20878172
anchor_posterior_b1000_s37,iid_restricted,6,0.27146814404432135,361,0.1815958
anchor_posterior_b1000_s37,iid_restricted,7,0.09285714285714286,420,0.16828158
anchor_posterior_b1000_s37,iid_restricted,8,0.1336206896551724,464,0.19981554
anchor_posterior_b1000_s37,iid_restricted,9,0.06704980842911877,522,0.15047726
anchor_posterior_b1000_s37,iid_restricted,10,0.010438413361169102,479,0.16124839
anchor_posterior_b1000_s37,iid_restricted,11,0.0,294,0.1412191
anchor_posterior_b1000_s37,iid_restricted,12,0.0,218,0.12400025
anchor_posterior_b1000_s37,iid_restricted,13,0.0,110,0.12129171
anchor_posterior_b1000_s37,ood_high_high,10,0.0,131,0.16469587
anchor_posterior_b1000_s37,ood_high_high,11,0.0,285,0.13211206
anchor_posterior_b1000_s37,ood_high_high,12,0.0,448,0.15336032
anchor_posterior_b1000_s37,ood_high_high,13,0.0,597,0.13044108
anchor_posterior_b1000_s37,ood_high_high,14,0.0,821,0.1359067
anchor_posterior_b1000_s37,ood_high_high,15,0.0,714,0.1192562
anchor_posterior_b1000_s37,ood_high_high,16,0.0,510,0.12675704
anchor_posterior_b1000_s37,ood_high_high,17,0.0,320,0.111888185
anchor_posterior_b1000_s37,ood_high_high,18,0.0,174,0.11393786
anchor_posterior_b5000_s11,iid_restricted,0,0.96,50,0.8966635
anchor_posterior_b5000_s11,iid_restricted,1,0.9557522123893806,113,0.9275746
anchor_posterior_b5000_s11,iid_restricted,2,0.9502762430939227,181,0.8945842
anchor_posterior_b5000_s11,iid_restricted,3,0.9186602870813397,209,0.864286
anchor_posterior_b5000_s11,iid_restricted,4,0.942652329749104,279,0.89573234
anchor_posterior_b5000_s11,iid_restricted,5,0.9125,320,0.8823594
anchor_posterior_b5000_s11,iid_restricted,6,0.9355742296918768,357,0.89066637
anchor_posterior_b5000_s11,iid_restricted,7,0.9221698113207547,424,0.8562291
anchor_posterior_b5000_s11,iid_restricted,8,0.8737060041407867,483,0.8260871
anchor_posterior_b5000_s11,iid_restricted,9,0.8146718146718147,518,0.7878981
anchor_posterior_b5000_s11,iid_restricted,10,0.8140589569160998,441,0.79092735
anchor_posterior_b5000_s11,iid_restricted,11,0.7770491803278688,305,0.7584865
anchor_posterior_b5000_s11,iid_restricted,12,0.7235023041474654,217,0.7313476
anchor_posterior_b5000_s11,iid_restricted,13,0.7184466019417476,103,0.7770796
anchor_posterior_b5000_s11,ood_high_high,10,0.9180327868852459,122,0.8329403
anchor_posterior_b5000_s11,ood_high_high,11,0.9191919191919192,297,0.8609512
anchor_posterior_b5000_s11,ood_high_high,12,0.8506787330316742,442,0.79917294
anchor_posterior_b5000_s11,ood_high_high,13,0.7874015748031497,635,0.7448774
anchor_posterior_b5000_s11,ood_high_high,14,0.6958762886597938,776,0.70428807
anchor_posterior_b5000_s11,ood_high_high,15,0.6415362731152204,703,0.69236296
anchor_posterior_b5000_s11,ood_high_high,16,0.5741811175337187,519,0.6311275
anchor_posterior_b5000_s11,ood_high_high,17,0.5589123867069486,331,0.62954926
anchor_posterior_b5000_s11,ood_high_high,18,0.44571428571428573,175,0.6070033
anchor_posterior_b5000_s23,iid_restricted,0,0.9636363636363636,55,0.97449803
anchor_posterior_b5000_s23,iid_restricted,1,0.992,125,0.97889596
anchor_posterior_b5000_s23,iid_restricted,2,0.9617486338797814,183,0.94552827
anchor_posterior_b5000_s23,iid_restricted,3,0.9764705882352941,255,0.932494
anchor_posterior_b5000_s23,iid_restricted,4,0.9527272727272728,275,0.9232559
anchor_posterior_b5000_s23,iid_restricted,5,0.9039039039039038,333,0.8773773
anchor_posterior_b5000_s23,iid_restricted,6,0.8882521489971347,349,0.8471475
anchor_posterior_b5000_s23,iid_restricted,7,0.890818858560794,403,0.8598283
anchor_posterior_b5000_s23,iid_restricted,8,0.8587196467991169,453,0.8363939
anchor_posterior_b5000_s23,iid_restricted,9,0.7771084337349398,498,0.8075315
anchor_posterior_b5000_s23,iid_restricted,10,0.8173913043478261,460,0.8122173
anchor_posterior_b5000_s23,iid_restricted,11,0.8071895424836601,306,0.8015108
anchor_posterior_b5000_s23,iid_restricted,12,0.7294685990338164,207,0.7648033
anchor_posterior_b5000_s23,iid_restricted,13,0.7448979591836735,98,0.74766314
anchor_posterior_b5000_s23,ood_high_high,10,0.6408450704225352,142,0.64810514
anchor_posterior_b5000_s23,ood_high_high,11,0.7032520325203252,246,0.6994154
anchor_posterior_b5000_s23,ood_high_high,12,0.7571115973741794,457,0.7448379
anchor_posterior_b5000_s23,ood_high_high,13,0.726984126984127,630,0.7390053
anchor_posterior_b5000_s23,ood_high_high,14,0.6757719714964371,842,0.71089584
anchor_posterior_b5000_s23,ood_high_high,15,0.6976377952755906,635,0.7119448
anchor_posterior_b5000_s23,ood_high_high,16,0.653558052434457,534,0.71149445
anchor_posterior_b5000_s23,ood_high_high,17,0.584045584045584,351,0.68264604
anchor_posterior_b5000_s23,ood_high_high,18,0.5705521472392638,163,0.6535528
anchor_posterior_b5000_s37,iid_restricted,0,1.0,56,0.9931856
anchor_posterior_b5000_s37,iid_restricted,1,0.9703703703703703,135,0.97012395
anchor_posterior_b5000_s37,iid_restricted,2,0.9588235294117647,170,0.9435748
anchor_posterior_b5000_s37,iid_restricted,3,0.9396984924623115,199,0.91331875
anchor_posterior_b5000_s37,iid_restricted,4,0.9507575757575758,264,0.9256972
anchor_posterior_b5000_s37,iid_restricted,5,0.9415584415584416,308,0.9025496
anchor_posterior_b5000_s37,iid_restricted,6,0.9002770083102493,361,0.88611645
anchor_posterior_b5000_s37,iid_restricted,7,0.8666666666666667,420,0.86934507
anchor_posterior_b5000_s37,iid_restricted,8,0.9181034482758621,464,0.88675576
anchor_posterior_b5000_s37,iid_restricted,9,0.9099616858237548,522,0.8688093
anchor_posterior_b5000_s37,iid_restricted,10,0.8747390396659708,479,0.8570726
anchor_posterior_b5000_s37,iid_restricted,11,0.8945578231292517,294,0.866642
anchor_posterior_b5000_s37,iid_restricted,12,0.8440366972477065,218,0.83373374
anchor_posterior_b5000_s37,iid_restricted,13,0.9454545454545454,110,0.84328365
anchor_posterior_b5000_s37,ood_high_high,10,0.8625954198473282,131,0.7881988
anchor_posterior_b5000_s37,ood_high_high,11,0.8140350877192982,285,0.77951705
anchor_posterior_b5000_s37,ood_high_high,12,0.8705357142857143,448,0.82619417
anchor_posterior_b5000_s37,ood_high_high,13,0.847571189279732,597,0.8266211
anchor_posterior_b5000_s37,ood_high_high,14,0.853836784409257,821,0.80715847
anchor_posterior_b5000_s37,ood_high_high,15,0.8123249299719888,714,0.81364113
anchor_posterior_b5000_s37,ood_high_high,16,0.8352941176470589,510,0.8137266
anchor_posterior_b5000_s37,ood_high_high,17,0.834375,320,0.7792656
anchor_posterior_b5000_s37,ood_high_high,18,0.7701149425287356,174,0.7705592
anchor_symbolic_b1000_s11,iid_restricted,0,0.42,50,0.2346987
anchor_symbolic_b1000_s11,iid_restricted,1,0.7522123893805309,113,0.38216522
anchor_symbolic_b1000_s11,iid_restricted,2,0.3701657458563536,181,0.33944476
anchor_symbolic_b1000_s11,iid_restricted,3,0.19617224880382775,209,0.19128425
anchor_symbolic_b1000_s11,iid_restricted,4,0.5913978494623656,279,0.23372748
anchor_symbolic_b1000_s11,iid_restricted,5,0.41875,320,0.22744668
anchor_symbolic_b1000_s11,iid_restricted,6,0.2969187675070028,357,0.18498723
anchor_symbolic_b1000_s11,iid_restricted,7,0.33490566037735847,424,0.19532536
anchor_symbolic_b1000_s11,iid_restricted,8,0.21739130434782608,483,0.20617414
anchor_symbolic_b1000_s11,iid_restricted,9,0.23745173745173745,518,0.16567461
anchor_symbolic_b1000_s11,iid_restricted,10,0.09523809523809523,441,0.18051867
anchor_symbolic_b1000_s11,iid_restricted,11,0.0,305,0.17031908
anchor_symbolic_b1000_s11,iid_restricted,12,0.0,217,0.15382567
anchor_symbolic_b1000_s11,iid_restricted,13,0.0,103,0.18255693
anchor_symbolic_b1000_s11,ood_high_high,10,0.0,122,0.17033659
anchor_symbolic_b1000_s11,ood_high_high,11,0.0,297,0.15924622
anchor_symbolic_b1000_s11,ood_high_high,12,0.0,442,0.15411521
anchor_symbolic_b1000_s11,ood_high_high,13,0.0,635,0.15684977
anchor_symbolic_b1000_s11,ood_high_high,14,0.0,776,0.15730447
anchor_symbolic_b1000_s11,ood_high_high,15,0.0,703,0.14370266
anchor_symbolic_b1000_s11,ood_high_high,16,0.0,519,0.1591365
anchor_symbolic_b1000_s11,ood_high_high,17,0.0,331,0.13147658
anchor_symbolic_b1000_s11,ood_high_high,18,0.0,175,0.14660116
anchor_symbolic_b1000_s23,iid_restricted,0,0.18181818181818182,55,0.13988931
anchor_symbolic_b1000_s23,iid_restricted,1,0.56,125,0.28162923
anchor_symbolic_b1000_s23,iid_restricted,2,0.4644808743169399,183,0.3869812
anchor_symbolic_b1000_s23,iid_restricted,3,0.2196078431372549,255,0.18234631
anchor_symbolic_b1000_s23,iid_restricted,4,0.36727272727272725,275,0.18906285
anchor_symbolic_b1000_s23,iid_restricted,5,0.13813813813813813,333,0.20097026
anchor_symbolic_b1000_s23,iid_restricted,6,0.37249283667621774,349,0.16220558
anchor_symbolic_b1000_s23,iid_restricted,7,0.10669975186104218,403,0.16560273
anchor_symbolic_b1000_s23,iid_restricted,8,0.2781456953642384,453,0.18511602
anchor_symbolic_b1000_s23,iid_restricted,9,0.08032128514056225,498,0.13678907
anchor_symbolic_b1000_s23,iid_restricted,10,0.013043478260869565,460,0.14584665
anchor_symbolic_b1000_s23,iid_restricted,11,0.0,306,0.13133648
anchor_symbolic_b1000_s23,iid_restricted,12,0.0,207,0.113438755
anchor_symbolic_b1000_s23,iid_restricted,13,0.0,98,0.1197048
anchor_symbolic_b1000_s23,ood_high_high,10,0.0,142,0.14505781
anchor_symbolic_b1000_s23,ood_high_high,11,0.0,246,0.12999812
anchor_symbolic_b1000_s23,ood_high_high,12,0.0,457,0.14001164
anchor_symbolic_b1000_s23,ood_high_high,13,0.0,630,0.13031618
anchor_symbolic_b1000_s23,ood_high_high,14,0.0,842,0.12867498
anchor_symbolic_b1000_s23,ood_high_high,15,0.0,635,0.11589448
anchor_symbolic_b1000_s23,ood_high_high,16,0.0,534,0.1203444
anchor_symbolic_b1000_s23,ood_high_high,17,0.0,351,0.10635354
anchor_symbolic_b1000_s23,ood_high_high,18,0.0,163,0.10925137
anchor_symbolic_b1000_s37,iid_restricted,0,0.3392857142857143,56,0.15149556
anchor_symbolic_b1000_s37,iid_restricted,1,0.6296296296296297,135,0.267016
anchor_symbolic_b1000_s37,iid_restricted,2,0.45294117647058824,170,0.40387195
anchor_symbolic_b1000_s37,iid_restricted,3,0.2914572864321608,199,0.22849402
anchor_symbolic_b1000_s37,iid_restricted,4,0.4356060606060606,264,0.21691433
anchor_symbolic_b1000_s37,iid_restricted,5,0.09090909090909091,308,0.20242013
anchor_symbolic_b1000_s37,iid_restricted,6,0.3047091412742382,361,0.17972524
anchor_symbolic_b1000_s37,iid_restricted,7,0.09761904761904762,420,0.16531764
anchor_symbolic_b1000_s37,iid_restricted,8,0.13577586206896552,464,0.19525023
anchor_symbolic_b1000_s37,iid_restricted,9,0.07662835249042145,522,0.14866923
anchor_symbolic_b1000_s37,iid_restricted,10,0.012526096033402923,479,0.15802924
anchor_symbolic_b1000_s37,iid_restricted,11,0.006802721088435374,294,0.13805544
anchor_symbolic_b1000_s37,iid_restricted,12,0.0,218,0.123681374
anchor_symbolic_b1000_s37,iid_restricted,13,0.0,110,0.11871345
anchor_symbolic_b1000_s37,ood_high_high,10,0.0,131,0.16464482
anchor_symbolic_b1000_s37,ood_high_high,11,0.0,285,0.13185391
anchor_symbolic_b1000_s37,ood_high_high,12,0.0,448,0.15061831
anchor_symbolic_b1000_s37,ood_high_high,13,0.0,597,0.12866248
anchor_symbolic_b1000_s37,ood_high_high,14,0.0,821,0.13373049
anchor_symbolic_b1000_s37,ood_high_high,15,0.0,714,0.11833304
anchor_symbolic_b1000_s37,ood_high_high,16,0.0,510,0.12423853
anchor_symbolic_b1000_s37,ood_high_high,17,0.0,320,0.111955926
anchor_symbolic_b1000_s37,ood_high_high,18,0.0,174,0.11275081
anchor_symbolic_b5000_s11,iid_restricted,0,0.96,50,0.9164176
anchor_symbolic_b5000_s11,iid_restricted,1,0.9734513274336283,113,0.9406862
anchor_symbolic_b5000_s11,iid_restricted,2,0.9502762430939227,181,0.9022843
anchor_symbolic_b5000_s11,iid_restricted,3,0.9282296650717703,209,0.8714136
anchor_symbolic_b5000_s11,iid_restricted,4,0.946236559139785,279,0.9071094
anchor_symbolic_b5000_s11,iid_restricted,5,0.9125,320,0.88352096
anchor_symbolic_b5000_s11,iid_restricted,6,0.9327731092436975,357,0.8883684
anchor_symbolic_b5000_s11,iid_restricted,7,0.9221698113207547,424,0.86185527
anchor_symbolic_b5000_s11,iid_restricted,8,0.8757763975155279,483,0.82958794
anchor_symbolic_b5000_s11,iid_restricted,9,0.8127413127413128,518,0.79384834
anchor_symbolic_b5000_s11,iid_restricted,10,0.8027210884353742,441,0.794893
anchor_symbolic_b5000_s11,iid_restricted,11,0.760655737704918,305,0.7686417
anchor_symbolic_b5000_s11,iid_restricted,12,0.7235023041474654,217,0.7365644
anchor_symbolic_b5000_s11,iid_restricted,13,0.7184466019417476,103,0.7770133
anchor_symbolic_b5000_s11,ood_high_high,10,0.8524590163934426,122,0.8107558
anchor_symbolic_b5000_s11,ood_high_high,11,0.8922558922558923,297,0.8336722
anchor_symbolic_b5000_s11,ood_high_high,12,0.832579185520362,442,0.79065734
anchor_symbolic_b5000_s11,ood_high_high,13,0.7716535433070866,635,0.74186635
anchor_symbolic_b5000_s11,ood_high_high,14,0.6920103092783505,776,0.7066173
anchor_symbolic_b5000_s11,ood_high_high,15,0.6244665718349929,703,0.69625926
anchor_symbolic_b5000_s11,ood_high_high,16,0.5780346820809249,519,0.64007396
anchor_symbolic_b5000_s11,ood_high_high,17,0.5558912386706949,331,0.62752694
anchor_symbolic_b5000_s11,ood_high_high,18,0.4514285714285714,175,0.61206144
anchor_symbolic_b5000_s23,iid_restricted,0,0.9636363636363636,55,0.9758257
anchor_symbolic_b5000_s23,iid_restricted,1,0.984,125,0.97422576
anchor_symbolic_b5000_s23,iid_restricted,2,0.9344262295081968,183,0.93200564
anchor_symbolic_b5000_s23,iid_restricted,3,0.9803921568627451,255,0.9301355
anchor_symbolic_b5000_s23,iid_restricted,4,0.9636363636363636,275,0.9207856
anchor_symbolic_b5000_s23,iid_restricted,5,0.9129129129129129,333,0.8848788
anchor_symbolic_b5000_s23,iid_restricted,6,0.9169054441260746,349,0.85425836
anchor_symbolic_b5000_s23,iid_restricted,7,0.9081885856079405,403,0.8717032
anchor_symbolic_b5000_s23,iid_restricted,8,0.8852097130242825,453,0.84568304
anchor_symbolic_b5000_s23,iid_restricted,9,0.7951807228915663,498,0.8178948
anchor_symbolic_b5000_s23,iid_restricted,10,0.8282608695652174,460,0.8203909
anchor_symbolic_b5000_s23,iid_restricted,11,0.8104575163398693,306,0.8053756
anchor_symbolic_b5000_s23,iid_restricted,12,0.782608695652174,207,0.7855464
anchor_symbolic_b5000_s23,iid_restricted,13,0.7857142857142857,98,0.7638297
anchor_symbolic_b5000_s23,ood_high_high,10,0.7816901408450704,142,0.72204834
anchor_symbolic_b5000_s23,ood_high_high,11,0.7804878048780488,246,0.73740983
anchor_symbolic_b5000_s23,ood_high_high,12,0.7789934354485777,457,0.7699272
anchor_symbolic_b5000_s23,ood_high_high,13,0.746031746031746,630,0.7596849
anchor_symbolic_b5000_s23,ood_high_high,14,0.7232779097387173,842,0.73133856
anchor_symbolic_b5000_s23,ood_high_high,15,0.7149606299212599,635,0.72702706
anchor_symbolic_b5000_s23,ood_high_high,16,0.6835205992509363,534,0.7296089
anchor_symbolic_b5000_s23,ood_high_high,17,0.6324786324786325,351,0.7079253
anchor_symbolic_b5000_s23,ood_high_high,18,0.6073619631901841,163,0.66943157
anchor_symbolic_b5000_s37,iid_restricted,0,1.0,56,0.99547535
anchor_symbolic_b5000_s37,iid_restricted,1,0.9703703703703703,135,0.9706352
anchor_symbolic_b5000_s37,iid_restricted,2,0.9588235294117647,170,0.94667715
anchor_symbolic_b5000_s37,iid_restricted,3,0.9246231155778895,199,0.90476185
anchor_symbolic_b5000_s37,iid_restricted,4,0.9431818181818182,264,0.91942644
anchor_symbolic_b5000_s37,iid_restricted,5,0.9155844155844156,308,0.8835894
anchor_symbolic_b5000_s37,iid_restricted,6,0.8725761772853186,361,0.87009096
anchor_symbolic_b5000_s37,iid_restricted,7,0.8380952380952381,420,0.8600109
anchor_symbolic_b5000_s37,iid_restricted,8,0.8943965517241379,464,0.87136453
anchor_symbolic_b5000_s37,iid_restricted,9,0.8773946360153256,522,0.8478055
anchor_symbolic_b5000_s37,iid_restricted,10,0.8392484342379958,479,0.8407047
anchor_symbolic_b5000_s37,iid_restricted,11,0.8503401360544217,294,0.8498678
anchor_symbolic_b5000_s37,iid_restricted,12,0.8302752293577982,218,0.8049249
anchor_symbolic_b5000_s37,iid_restricted,13,0.9454545454545454,110,0.82944304
anchor_symbolic_b5000_s37,ood_high_high,10,0.7709923664122137,131,0.731203
anchor_symbolic_b5000_s37,ood_high_high,11,0.7263157894736842,285,0.73944026
anchor_symbolic_b5000_s37,ood_high_high,12,0.8191964285714286,448,0.8008508
anchor_symbolic_b5000_s37,ood_high_high,13,0.8056951423785594,597,0.7960154
anchor_symbolic_b5000_s37,ood_high_high,14,0.8026796589524969,821,0.7831734
anchor_symbolic_b5000_s37,ood_high_high,15,0.7773109243697479,714,0.79797506
anchor_symbolic_b5000_s37,ood_high_high,16,0.8019607843137255,510,0.8023925
anchor_symbolic_b5000_s37,ood_high_high,17,0.740625,320,0.7482179
anchor_symbolic_b5000_s37,ood_high_high,18,0.7471264367816092,174,0.7583656
direct_sum_b1000_s11,iid_restricted,0,0.0,50,0.12466225
direct_sum_b1000_s11,iid_restricted,1,0.0,113,0.14191496
direct_sum_b1000_s11,iid_restricted,2,0.0,181,0.13676889
direct_sum_b1000_s11,iid_restricted,3,0.0,209,0.13328381
direct_sum_b1000_s11,iid_restricted,4,0.0,279,0.13061282
direct_sum_b1000_s11,iid_restricted,5,0.009375,320,0.13401818
direct_sum_b1000_s11,iid_restricted,6,0.008403361344537815,357,0.13106617
direct_sum_b1000_s11,iid_restricted,7,0.39858490566037735,424,0.13385895
direct_sum_b1000_s11,iid_restricted,8,0.2981366459627329,483,0.135556
direct_sum_b1000_s11,iid_restricted,9,0.0019305019305019305,518,0.1335037
direct_sum_b1000_s11,iid_restricted,10,0.6621315192743764,441,0.13902085
direct_sum_b1000_s11,iid_restricted,11,0.009836065573770493,305,0.13340412
direct_sum_b1000_s11,iid_restricted,12,0.0,217,0.1343723
direct_sum_b1000_s11,iid_restricted,13,0.0,103,0.13905534
direct_sum_b1000_s11,ood_high_high,10,0.19672131147540983,122,0.13236606
direct_sum_b1000_s11,ood_high_high,11,0.0,297,0.1307705
direct_sum_b1000_s11,ood_high_high,12,0.0,442,0.13359705
direct_sum_b1000_s11,ood_high_high,13,0.0,635,0.13457882
direct_sum_b1000_s11,ood_high_high,14,0.0,776,0.13342121
direct_sum_b1000_s11,ood_high_high,15,0.0,703,0.13676041
direct_sum_b1000_s11,ood_high_high,16,0.0,519,0.13643062
direct_sum_b1000_s11,ood_high_high,17,0.0,331,0.13503976
direct_sum_b1000_s11,ood_high_high,18,0.0,175,0.13837121
direct_sum_b1000_s23,iid_restricted,0,0.0,55,0.17528754
direct_sum_b1000_s23,iid_restricted,1,0.0,125,0.17139564
direct_sum_b1000_s23,iid_restricted,2,0.0,183,0.18099913
direct_sum_b1000_s23,iid_restricted,3,0.0,255,0.16772723
direct_sum_b1000_s23,iid_restricted,4,0.0,275,0.16571133
direct_sum_b1000_s23,iid_restricted,5,0.0,333,0.16733265
direct_sum_b1000_s23,iid_restricted,6,0.0,349,0.1666079
direct_sum_b1000_s23,iid_restricted,7,0.23076923076923078,403,0.16621219
direct_sum_b1000_s23,iid_restricted,8,0.48344370860927155,453,0.17060162
direct_sum_b1000_s23,iid_restricted,9,0.006024096385542169,498,0.16828923
direct_sum_b1000_s23,iid_restricted,10,0.6369565217391304,460,0.17241107
direct_sum_b1000_s23,iid_restricted,11,0.0,306,0.1669798
direct_sum_b1000_s23,iid_restricted,12,0.0,207,0.16747877
direct_sum_b1000_s23,iid_restricted,13,0.0,98,0.1794714
direct_sum_b1000_s23,ood_high_high,10,0.23943661971830985,142,0.16624714
direct_sum_b1000_s23,ood_high_high,11,0.0,246,0.16759256
direct_sum_b1000_s23,ood_high_high,12,0.0,457,0.17092372
direct_sum_b1000_s23,ood_high_high,13,0.0,630,0.16656594
direct_sum_b1000_s23,ood_high_high,14,0.0,842,0.17294143
direct_sum_b1000_s23,ood_high_high,15,0.0,635,0.17298001
direct_sum_b1000_s23,ood_high_high,16,0.0,534,0.17637591
direct_sum_b1000_s23,ood_high_high,17,0.0,351,0.17362729
direct_sum_b1000_s23,ood_high_high,18,0.0,163,0.18260969
direct_sum_b1000_s37,iid_restricted,0,0.0,56,0.2610584
direct_sum_b1000_s37,iid_restricted,1,0.0,135,0.27770078
direct_sum_b1000_s37,iid_restricted,2,0.0,170,0.32761377
direct_sum_b1000_s37,iid_restricted,3,0.0,199,0.3046122
direct_sum_b1000_s37,iid_restricted,4,0.0,264,0.3187471
direct_sum_b1000_s37,iid_restricted,5,0.0,308,0.3260169
direct_sum_b1000_s37,iid_restricted,6,0.0,361,0.32344756
direct_sum_b1000_s37,iid_restricted,7,0.0,420,0.3227085
direct_sum_b1000_s37,iid_restricted,8,0.04310344827586207,464,0.33199942
direct_sum_b1000_s37,iid_restricted,9,0.0,522,0.3303006
direct_sum_b1000_s37,iid_restricted,10,0.9937369519832986,479,0.36420062
direct_sum_b1000_s37,iid_restricted,11,0.0,294,0.3446562
direct_sum_b1000_s37,iid_restricted,12,0.0,218,0.36242217
direct_sum_b1000_s37,iid_restricted,13,0.0,110,0.3690245
direct_sum_b1000_s37,ood_high_high,10,0.8473282442748091,131,0.3018335
direct_sum_b1000_s37,ood_high_high,11,0.0,285,0.31971857
direct_sum_b1000_s37,ood_high_high,12,0.0,448,0.34391636
direct_sum_b1000_s37,ood_high_high,13,0.0,597,0.3405414
direct_sum_b1000_s37,ood_high_high,14,0.0,821,0.3472344
direct_sum_b1000_s37,ood_high_high,15,0.0,714,0.36958832
direct_sum_b1000_s37,ood_high_high,16,0.0,510,0.3616592
direct_sum_b1000_s37,ood_high_high,17,0.0,320,0.36963117
direct_sum_b1000_s37,ood_high_high,18,0.0,174,0.3694108
direct_sum_b5000_s11,iid_restricted,0,0.52,50,0.43679023
direct_sum_b5000_s11,iid_restricted,1,0.9469026548672567,113,0.7536268
direct_sum_b5000_s11,iid_restricted,2,0.712707182320442,181,0.4797432
direct_sum_b5000_s11,iid_restricted,3,0.18181818181818182,209,0.26226676
direct_sum_b5000_s11,iid_restricted,4,0.35125448028673834,279,0.27407676
direct_sum_b5000_s11,iid_restricted,5,0.284375,320,0.3143899
direct_sum_b5000_s11,iid_restricted,6,0.08403361344537816,357,0.28448015
direct_sum_b5000_s11,iid_restricted,7,0.22169811320754718,424,0.3357962
direct_sum_b5000_s11,iid_restricted,8,0.36438923395445133,483,0.32754
direct_sum_b5000_s11,iid_restricted,9,0.24517374517374518,518,0.29583585
direct_sum_b5000_s11,iid_restricted,10,0.1360544217687075,441,0.3064842
direct_sum_b5000_s11,iid_restricted,11,0.07540983606557378,305,0.2962484
direct_sum_b5000_s11,iid_restricted,12,0.07834101382488479,217,0.2768368
