run_id,split,true_sum,accuracy,n,confidence
direct_sum_b5000_s11,iid_restricted,13,0.009708737864077669,103,0.39448658
direct_sum_b5000_s11,ood_high_high,10,0.0,122,0.29946986
direct_sum_b5000_s11,ood_high_high,11,0.0,297,0.28996506
direct_sum_b5000_s11,ood_high_high,12,0.0,442,0.3488844
direct_sum_b5000_s11,ood_high_high,13,0.0,635,0.37167317
direct_sum_b5000_s11,ood_high_high,14,0.0,776,0.35241166
direct_sum_b5000_s11,ood_high_high,15,0.0,703,0.36138988
direct_sum_b5000_s11,ood_high_high,16,0.0,519,0.32337224
direct_sum_b5000_s11,ood_high_high,17,0.0,331,0.32384253
direct_sum_b5000_s11,ood_high_high,18,0.0,175,0.31932792
direct_sum_b5000_s23,iid_restricted,0,0.23636363636363636,55,0.3089392
direct_sum_b5000_s23,iid_restricted,1,0.792,125,0.58503526
direct_sum_b5000_s23,iid_restricted,2,0.3825136612021858,183,0.42316929
direct_sum_b5000_s23,iid_restricted,3,0.25098039215686274,255,0.36317486
direct_sum_b5000_s23,iid_restricted,4,0.6836363636363636,275,0.4484174
direct_sum_b5000_s23,iid_restricted,5,0.35435435435435436,333,0.3369261
direct_sum_b5000_s23,iid_restricted,6,0.3123209169054441,349,0.3354197
direct_sum_b5000_s23,iid_restricted,7,0.3052109181141439,403,0.3650639
direct_sum_b5000_s23,iid_restricted,8,0.20088300220750552,453,0.32416004
direct_sum_b5000_s23,iid_restricted,9,0.570281124497992,498,0.42244786
direct_sum_b5000_s23,iid_restricted,10,0.20217391304347826,460,0.36686066
direct_sum_b5000_s23,iid_restricted,11,0.06209150326797386,306,0.3639087
direct_sum_b5000_s23,iid_restricted,12,0.1642512077294686,207,0.45528755
direct_sum_b5000_s23,iid_restricted,13,0.08163265306122448,98,0.3320142
direct_sum_b5000_s23,ood_high_high,10,0.0,142,0.33365482
direct_sum_b5000_s23,ood_high_high,11,0.0040650406504065045,246,0.3939906
direct_sum_b5000_s23,ood_high_high,12,0.0,457,0.387706
direct_sum_b5000_s23,ood_high_high,13,0.0,630,0.42318735
direct_sum_b5000_s23,ood_high_high,14,0.0,842,0.4624189
direct_sum_b5000_s23,ood_high_high,15,0.0,635,0.48703355
direct_sum_b5000_s23,ood_high_high,16,0.0,534,0.38494062
direct_sum_b5000_s23,ood_high_high,17,0.0,351,0.4709551
direct_sum_b5000_s23,ood_high_high,18,0.0,163,0.36747223
direct_sum_b5000_s37,iid_restricted,0,0.5714285714285714,56,0.43791494
direct_sum_b5000_s37,iid_restricted,1,0.7555555555555555,135,0.54917914
direct_sum_b5000_s37,iid_restricted,2,0.5411764705882353,170,0.49135715
direct_sum_b5000_s37,iid_restricted,3,0.10552763819095477,199,0.28609022
direct_sum_b5000_s37,iid_restricted,4,0.06060606060606061,264,0.31950834
direct_sum_b5000_s37,iid_restricted,5,0.2077922077922078,308,0.3365505
direct_sum_b5000_s37,iid_restricted,6,0.038781163434903045,361,0.33038422
direct_sum_b5000_s37,iid_restricted,7,0.35,420,0.3614446
direct_sum_b5000_s37,iid_restricted,8,0.5711206896551724,464,0.40043622
direct_sum_b5000_s37,iid_restricted,9,0.4272030651340996,522,0.36562645
direct_sum_b5000_s37,iid_restricted,10,0.6826722338204593,479,0.487964
direct_sum_b5000_s37,iid_restricted,11,0.07142857142857142,294,0.37709248
direct_sum_b5000_s37,iid_restricted,12,0.46788990825688076,218,0.4211887
direct_sum_b5000_s37,iid_restricted,13,0.5454545454545454,110,0.46751082
direct_sum_b5000_s37,ood_high_high,10,0.07633587786259542,131,0.43066633
direct_sum_b5000_s37,ood_high_high,11,0.0,285,0.408808
direct_sum_b5000_s37,ood_high_high,12,0.04241071428571429,448,0.44784188
direct_sum_b5000_s37,ood_high_high,13,0.01340033500837521,597,0.42282882
direct_sum_b5000_s37,ood_high_high,14,0.0,821,0.40776503
direct_sum_b5000_s37,ood_high_high,15,0.0,714,0.46106058
direct_sum_b5000_s37,ood_high_high,16,0.0,510,0.3989254
direct_sum_b5000_s37,ood_high_high,17,0.0,320,0.45089015
direct_sum_b5000_s37,ood_high_high,18,0.0,174,0.5107927
symbolic_sum_b1000_s11,iid_restricted,0,0.04,50,0.14822148
symbolic_sum_b1000_s11,iid_restricted,1,0.37168141592920356,113,0.22649503
symbolic_sum_b1000_s11,iid_restricted,2,0.3314917127071823,181,0.253465
symbolic_sum_b1000_s11,iid_restricted,3,0.05263157894736842,209,0.18355982
symbolic_sum_b1000_s11,iid_restricted,4,0.4731182795698925,279,0.19450817
symbolic_sum_b1000_s11,iid_restricted,5,0.328125,320,0.1965997
symbolic_sum_b1000_s11,iid_restricted,6,0.15406162464985995,357,0.17800727
symbolic_sum_b1000_s11,iid_restricted,7,0.375,424,0.18228178
symbolic_sum_b1000_s11,iid_restricted,8,0.36438923395445133,483,0.18532039
symbolic_sum_b1000_s11,iid_restricted,9,0.10424710424710425,518,0.1690933
symbolic_sum_b1000_s11,iid_restricted,10,0.0,441,0.1787146
symbolic_sum_b1000_s11,iid_restricted,11,0.0,305,0.16491626
symbolic_sum_b1000_s11,iid_restricted,12,0.0,217,0.16583927
symbolic_sum_b1000_s11,iid_restricted,13,0.0,103,0.16163737
symbolic_sum_b1000_s11,ood_high_high,10,0.0,122,0.1838715
symbolic_sum_b1000_s11,ood_high_high,11,0.0,297,0.16990577
symbolic_sum_b1000_s11,ood_high_high,12,0.0,442,0.17160407
symbolic_sum_b1000_s11,ood_high_high,13,0.0,635,0.16215238
symbolic_sum_b1000_s11,ood_high_high,14,0.0,776,0.16311829
symbolic_sum_b1000_s11,ood_high_high,15,0.0,703,0.15625952
symbolic_sum_b1000_s11,ood_high_high,16,0.0,519,0.15810333
symbolic_sum_b1000_s11,ood_high_high,17,0.0,331,0.15395267
symbolic_sum_b1000_s11,ood_high_high,18,0.0,175,0.15621318
symbolic_sum_b1000_s23,iid_restricted,0,0.01818181818181818,55,0.13389462
symbolic_sum_b1000_s23,iid_restricted,1,0.12,125,0.14944215
symbolic_sum_b1000_s23,iid_restricted,2,0.3825136612021858,183,0.18497708
symbolic_sum_b1000_s23,iid_restricted,3,0.0,255,0.1592204
symbolic_sum_b1000_s23,iid_restricted,4,0.0,275,0.16048753
symbolic_sum_b1000_s23,iid_restricted,5,0.006006006006006006,333,0.15129563
symbolic_sum_b1000_s23,iid_restricted,6,0.4326647564469914,349,0.15254033
symbolic_sum_b1000_s23,iid_restricted,7,0.2555831265508685,403,0.1441919
symbolic_sum_b1000_s23,iid_restricted,8,0.3200883002207506,453,0.1432473
symbolic_sum_b1000_s23,iid_restricted,9,0.35943775100401604,498,0.14120214
symbolic_sum_b1000_s23,iid_restricted,10,0.0,460,0.14215156
symbolic_sum_b1000_s23,iid_restricted,11,0.0,306,0.13534941
symbolic_sum_b1000_s23,iid_restricted,12,0.0,207,0.13584854
symbolic_sum_b1000_s23,iid_restricted,13,0.0,98,0.12603538
symbolic_sum_b1000_s23,ood_high_high,10,0.0,142,0.16440961
symbolic_sum_b1000_s23,ood_high_high,11,0.0,246,0.13801959
symbolic_sum_b1000_s23,ood_high_high,12,0.0,457,0.13442726
symbolic_sum_b1000_s23,ood_high_high,13,0.0,630,0.13572414
symbolic_sum_b1000_s23,ood_high_high,14,0.0,842,0.13420953
symbolic_sum_b1000_s23,ood_high_high,15,0.0,635,0.12942767
symbolic_sum_b1000_s23,ood_high_high,16,0.0,534,0.13113973
symbolic_sum_b1000_s23,ood_high_high,17,0.0,351,0.13323706
symbolic_sum_b1000_s23,ood_high_high,18,0.0,163,0.13153353
symbolic_sum_b1000_s37,iid_restricted,0,0.26785714285714285,56,0.22654048
symbolic_sum_b1000_s37,iid_restricted,1,0.6444444444444445,135,0.23456812
symbolic_sum_b1000_s37,iid_restricted,2,0.45294117647058824,170,0.24732208
symbolic_sum_b1000_s37,iid_restricted,3,0.0,199,0.2034208
symbolic_sum_b1000_s37,iid_restricted,4,0.25,264,0.18632151
symbolic_sum_b1000_s37,iid_restricted,5,0.4383116883116883,308,0.18301558
symbolic_sum_b1000_s37,iid_restricted,6,0.00554016620498615,361,0.17842016
symbolic_sum_b1000_s37,iid_restricted,7,0.4738095238095238,420,0.17104897
symbolic_sum_b1000_s37,iid_restricted,8,0.0668103448275862,464,0.16817763
symbolic_sum_b1000_s37,iid_restricted,9,0.0,522,0.15931149
symbolic_sum_b1000_s37,iid_restricted,10,0.0,479,0.15824935
symbolic_sum_b1000_s37,iid_restricted,11,0.0,294,0.14911675
symbolic_sum_b1000_s37,iid_restricted,12,0.0,218,0.14779873
symbolic_sum_b1000_s37,iid_restricted,13,0.0,110,0.14145832
symbolic_sum_b1000_s37,ood_high_high,10,0.0,131,0.18453048
symbolic_sum_b1000_s37,ood_high_high,11,0.0,285,0.15840672
symbolic_sum_b1000_s37,ood_high_high,12,0.0,448,0.15585177
symbolic_sum_b1000_s37,ood_high_high,13,0.0,597,0.1486332
symbolic_sum_b1000_s37,ood_high_high,14,0.0,821,0.14755048
symbolic_sum_b1000_s37,ood_high_high,15,0.0,714,0.14075936
symbolic_sum_b1000_s37,ood_high_high,16,0.0,510,0.1419868
symbolic_sum_b1000_s37,ood_high_high,17,0.0,320,0.13646755
symbolic_sum_b1000_s37,ood_high_high,18,0.0,174,0.13981481
symbolic_sum_b5000_s11,iid_restricted,0,0.96,50,0.90100145
symbolic_sum_b5000_s11,iid_restricted,1,0.9823008849557522,113,0.93087834
symbolic_sum_b5000_s11,iid_restricted,2,0.9447513812154696,181,0.882439
symbolic_sum_b5000_s11,iid_restricted,3,0.9473684210526315,209,0.8690537
symbolic_sum_b5000_s11,iid_restricted,4,0.9498207885304659,279,0.89651525
symbolic_sum_b5000_s11,iid_restricted,5,0.88125,320,0.8205873
symbolic_sum_b5000_s11,iid_restricted,6,0.9187675070028011,357,0.86072236
symbolic_sum_b5000_s11,iid_restricted,7,0.9410377358490566,424,0.8521185
symbolic_sum_b5000_s11,iid_restricted,8,0.8985507246376812,483,0.8257207
symbolic_sum_b5000_s11,iid_restricted,9,0.8262548262548263,518,0.80361086
symbolic_sum_b5000_s11,iid_restricted,10,0.8798185941043084,441,0.8290096
symbolic_sum_b5000_s11,iid_restricted,11,0.8688524590163934,305,0.80500656
symbolic_sum_b5000_s11,iid_restricted,12,0.8202764976958525,217,0.7642092
symbolic_sum_b5000_s11,iid_restricted,13,0.9514563106796117,103,0.8372422
symbolic_sum_b5000_s11,ood_high_high,10,0.6639344262295082,122,0.598734
symbolic_sum_b5000_s11,ood_high_high,11,0.8451178451178452,297,0.73801476
symbolic_sum_b5000_s11,ood_high_high,12,0.8484162895927602,442,0.7696046
symbolic_sum_b5000_s11,ood_high_high,13,0.784251968503937,635,0.73438156
symbolic_sum_b5000_s11,ood_high_high,14,0.7809278350515464,776,0.7258091
symbolic_sum_b5000_s11,ood_high_high,15,0.7539118065433855,703,0.7568323
symbolic_sum_b5000_s11,ood_high_high,16,0.7784200385356455,519,0.71960485
symbolic_sum_b5000_s11,ood_high_high,17,0.6918429003021148,331,0.68136424
symbolic_sum_b5000_s11,ood_high_high,18,0.8057142857142857,175,0.7411537
symbolic_sum_b5000_s23,iid_restricted,0,0.9454545454545454,55,0.9107744
symbolic_sum_b5000_s23,iid_restricted,1,0.952,125,0.9360531
symbolic_sum_b5000_s23,iid_restricted,2,0.9289617486338798,183,0.88371086
symbolic_sum_b5000_s23,iid_restricted,3,0.9058823529411765,255,0.85095847
symbolic_sum_b5000_s23,iid_restricted,4,0.9345454545454546,275,0.86386037
symbolic_sum_b5000_s23,iid_restricted,5,0.9069069069069069,333,0.83103436
symbolic_sum_b5000_s23,iid_restricted,6,0.8882521489971347,349,0.79731256
symbolic_sum_b5000_s23,iid_restricted,7,0.9205955334987593,403,0.8252569
symbolic_sum_b5000_s23,iid_restricted,8,0.9028697571743929,453,0.80515826
symbolic_sum_b5000_s23,iid_restricted,9,0.8514056224899599,498,0.78312665
symbolic_sum_b5000_s23,iid_restricted,10,0.8760869565217392,460,0.7940107
symbolic_sum_b5000_s23,iid_restricted,11,0.8823529411764706,306,0.7760667
symbolic_sum_b5000_s23,iid_restricted,12,0.8260869565217391,207,0.77191275
symbolic_sum_b5000_s23,iid_restricted,13,0.8877551020408163,98,0.77057654
symbolic_sum_b5000_s23,ood_high_high,10,0.9084507042253521,142,0.73575175
symbolic_sum_b5000_s23,ood_high_high,11,0.8617886178861789,246,0.7335407
symbolic_sum_b5000_s23,ood_high_high,12,0.8796498905908097,457,0.7535995
symbolic_sum_b5000_s23,ood_high_high,13,0.8603174603174604,630,0.7433293
symbolic_sum_b5000_s23,ood_high_high,14,0.8456057007125891,842,0.73716205
symbolic_sum_b5000_s23,ood_high_high,15,0.8661417322834646,635,0.75580955
symbolic_sum_b5000_s23,ood_high_high,16,0.8239700374531835,534,0.74416196
symbolic_sum_b5000_s23,ood_high_high,17,0.8603988603988604,351,0.73807657
symbolic_sum_b5000_s23,ood_high_high,18,0.8466257668711656,163,0.7214172
symbolic_sum_b5000_s37,iid_restricted,0,0.9285714285714286,56,0.9304988
symbolic_sum_b5000_s37,iid_restricted,1,0.9407407407407408,135,0.90144634
symbolic_sum_b5000_s37,iid_restricted,2,0.9176470588235294,170,0.8882613
symbolic_sum_b5000_s37,iid_restricted,3,0.949748743718593,199,0.8756701
symbolic_sum_b5000_s37,iid_restricted,4,0.9242424242424242,264,0.8989033
symbolic_sum_b5000_s37,iid_restricted,5,0.935064935064935,308,0.88604814
symbolic_sum_b5000_s37,iid_restricted,6,0.9418282548476454,361,0.88425064
symbolic_sum_b5000_s37,iid_restricted,7,0.8928571428571429,420,0.8595515
symbolic_sum_b5000_s37,iid_restricted,8,0.9030172413793104,464,0.8553498
symbolic_sum_b5000_s37,iid_restricted,9,0.89272030651341,522,0.8361936
symbolic_sum_b5000_s37,iid_restricted,10,0.8935281837160751,479,0.8247955
symbolic_sum_b5000_s37,iid_restricted,11,0.8877551020408163,294,0.81330746
symbolic_sum_b5000_s37,iid_restricted,12,0.8715596330275229,218,0.81039095
symbolic_sum_b5000_s37,iid_restricted,13,0.8727272727272727,110,0.75411004
symbolic_sum_b5000_s37,ood_high_high,10,0.9007633587786259,131,0.8302516
symbolic_sum_b5000_s37,ood_high_high,11,0.9333333333333333,285,0.85596436
symbolic_sum_b5000_s37,ood_high_high,12,0.890625,448,0.8216773
symbolic_sum_b5000_s37,ood_high_high,13,0.8827470686767169,597,0.8062928
symbolic_sum_b5000_s37,ood_high_high,14,0.8623629719853837,821,0.7597527
symbolic_sum_b5000_s37,ood_high_high,15,0.803921568627451,714,0.75060916
symbolic_sum_b5000_s37,ood_high_high,16,0.7725490196078432,510,0.7071231
symbolic_sum_b5000_s37,ood_high_high,17,0.784375,320,0.7202315
symbolic_sum_b5000_s37,ood_high_high,18,0.7068965517241379,174,0.6292295
